purchase_id,user_id,skin_name,rarity,price_vp,region,payment_method,purchase_date
3537,782784,Reaver Vandal,Select,875,AP,Valorant Points Card,2026-04-08 19:57:36
3538,435071,Reaver Vandal,Deluxe,1275,LAS,PayPal,2026-02-04 02:33:43
3539,179995,Glitchpop Phantom,Select,875,EU,PayPal,2026-02-04 23:54:20
3540,501680,RGX Blade,Deluxe,1275,LAN,PayPal,2026-01-05 20:07:26
3541,157620,Reaver Vandal,Premium,1775,LAN,Valorant Points Card,2026-02-07 03:48:32
3542,853910,Elderflame Operator,Ultra,4350,LAS,Valorant Points Card,2026-05-09 00:02:00
3543,672544,Prime Phantom,Deluxe,1275,NA,Valorant Points Card,2026-05-07 15:27:17
3544,811631,Elderflame Operator,Select,875,BR,PayPal,2026-02-07 17:55:10
3545,256152,Elderflame Operator,Ultra,2475,BR,Valorant Points Card,2026-04-29 04:12:11
3546,518311,Prelude to Chaos Vandal,Select,875,NA,Valorant Points Card,2026-01-25 23:50:47
3547,376085,Oni Katana,Select,875,BR,Valorant Points Card,2026-04-13 09:31:45
3548,351792,Prelude to Chaos Vandal,Premium,1775,BR,Valorant Points Card,2026-05-03 01:57:58
3549,313288,Reaver Vandal,Select,875,NA,Valorant Points Card,2026-04-10 05:11:11
3550,730572,Reaver Vandal,Ultra,2475,NA,Valorant Points Card,2026-05-08 23:48:02
3551,370179,Prelude to Chaos Vandal,Select,875,AP,PayPal,2026-01-10 17:14:17
3552,212772,Ion Sheriff,Premium,1775,AP,PayPal,2026-02-01 01:48:59
3553,760343,Elderflame Operator,Deluxe,1275,NA,Valorant Points Card,2026-02-26 01:41:39
3554,483236,Glitchpop Phantom,Deluxe,1275,AP,PayPal,2026-02-28 14:57:03
3555,283044,RGX Blade,Deluxe,1275,NA,PayPal,2026-03-26 18:42:43
3556,986466,Elderflame Operator,Deluxe,1275,LAN,Credit Card,2026-02-20 07:29:57
3557,624396,RGX Blade,Premium,1775,LAS,Valorant Points Card,2026-03-12 16:14:13
3558,831923,Prelude to Chaos Vandal,Select,875,EU,PayPal,2026-02-17 12:18:04
3559,452569,Glitchpop Phantom,Premium,1775,BR,Valorant Points Card,2026-03-15 19:55:01
3560,235806,Reaver Vandal,Ultra,2475,LAN,PayPal,2026-01-25 00:28:58
3561,976082,Prelude to Chaos Vandal,Select,875,LAS,PayPal,2026-01-17 02:36:49
3562,291876,Elderflame Operator,Select,875,BR,Credit Card,2026-03-28 17:03:09
3563,863418,Glitchpop Phantom,Premium,1775,BR,Valorant Points Card,2026-01-13 01:51:18
3564,227290,Prelude to Chaos Vandal,Deluxe,1275,BR,Credit Card,2026-03-22 03:33:08
3565,328029,Ion Sheriff,Select,875,LAS,Valorant Points Card,2026-01-27 10:14:23
3566,341967,RGX Blade,Select,875,EU,PayPal,2026-03-07 08:22:52
3567,476035,Ion Sheriff,Deluxe,1275,LAN,Valorant Points Card,2026-04-11 08:36:40
3568,505879,Reaver Vandal,Select,875,LAN,Valorant Points Card,2026-01-18 14:49:14
3569,789154,Prelude to Chaos Vandal,Premium,1775,LAS,Credit Card,2026-02-15 23:12:10
3570,710433,RGX Blade,Deluxe,1275,AP,PayPal,2026-04-18 00:15:12
3571,608826,Elderflame Operator,Premium,1775,EU,Credit Card,2026-04-25 07:21:00
3572,461345,Ion Sheriff,Deluxe,1275,AP,Credit Card,2026-04-11 23:16:19
3573,932097,Reaver Vandal,Select,875,LAS,PayPal,2026-01-02 09:47:28
3574,358115,Oni Katana,Deluxe,1275,NA,PayPal,2026-02-22 19:03:16
3575,549112,Oni Katana,Deluxe,1275,EU,Credit Card,2026-04-05 00:43:07
3576,472959,Elderflame Operator,Premium,1775,BR,Valorant Points Card,2026-05-06 17:42:46
3577,777632,Reaver Vandal,Deluxe,1275,LAS,Valorant Points Card,2026-01-14 02:30:03
3578,864473,Prelude to Chaos Vandal,Select,875,LAN,PayPal,2026-02-18 13:50:00
3579,177886,Reaver Vandal,Ultra,4350,NA,Valorant Points Card,2026-03-16 20:51:20
3580,653624,Oni Katana,Deluxe,1275,LAS,Valorant Points Card,2026-03-31 19:22:29
3581,524313,Prime Phantom,Select,875,BR,Valorant Points Card,2026-03-28 10:18:16
3582,190768,Elderflame Operator,Deluxe,1275,LAS,PayPal,2026-05-08 09:41:13
3583,781743,Glitchpop Phantom,Premium,1775,LAN,PayPal,2026-03-27 10:56:30
3584,491873,Prelude to Chaos Vandal,Select,875,AP,Valorant Points Card,2026-01-21 06:04:51
3585,857984,RGX Blade,Select,875,LAS,Credit Card,2026-02-22 05:52:47
3586,124753,Glitchpop Phantom,Deluxe,1275,LAS,Valorant Points Card,2026-02-05 08:08:12
3587,204220,Reaver Vandal,Premium,1775,BR,Valorant Points Card,2026-03-22 17:53:51
3588,150596,Prime Phantom,Select,875,AP,Credit Card,2026-02-20 11:11:40
3589,331088,Elderflame Operator,Premium,1775,LAS,Valorant Points Card,2026-04-25 17:35:04
3590,869526,Reaver Vandal,Premium,1775,BR,PayPal,2026-02-19 18:07:30
3591,770354,Ion Sheriff,Select,875,BR,PayPal,2026-04-15 02:45:54
3592,834901,Glitchpop Phantom,Deluxe,1275,AP,Valorant Points Card,2026-04-09 15:30:14
3593,484517,Ion Sheriff,Premium,1775,NA,Credit Card,2026-02-03 07:20:56
3594,163267,Prelude to Chaos Vandal,Premium,1775,EU,Valorant Points Card,2026-02-15 01:47:13
3595,732499,Prelude to Chaos Vandal,Premium,1775,BR,PayPal,2026-02-08 00:12:15
3596,164836,Ion Sheriff,Deluxe,1275,EU,PayPal,2026-05-04 09:26:47
3597,621344,Reaver Vandal,Select,875,AP,Valorant Points Card,2026-02-23 13:59:39
3598,251065,Prime Phantom,Deluxe,1275,BR,Credit Card,2026-03-26 05:19:57
3599,768561,RGX Blade,Ultra,2475,LAS,Valorant Points Card,2026-03-02 22:10:34
3600,920557,Prime Phantom,Deluxe,1275,LAN,PayPal,2026-01-26 21:23:56
3601,153325,Elderflame Operator,Select,875,LAS,Credit Card,2026-03-05 10:47:04
3602,560240,Glitchpop Phantom,Premium,1775,LAS,Credit Card,2026-01-27 16:20:22
3603,723978,Glitchpop Phantom,Premium,1775,LAS,PayPal,2026-03-04 13:28:54
3604,331920,Reaver Vandal,Premium,1775,LAS,Credit Card,2026-04-12 14:37:41
3605,581680,Elderflame Operator,Ultra,2475,BR,Credit Card,2026-02-23 17:57:27
3606,932742,Prelude to Chaos Vandal,Deluxe,1275,AP,PayPal,2026-02-04 21:56:33
3607,785662,Ion Sheriff,Premium,1775,EU,Valorant Points Card,2026-04-22 02:40:56
3608,345498,Elderflame Operator,Select,875,AP,PayPal,2026-04-05 08:56:54
3609,253781,Glitchpop Phantom,Deluxe,1275,BR,PayPal,2026-01-01 14:18:55
3610,435934,Reaver Vandal,Deluxe,1275,LAN,Valorant Points Card,2026-02-09 04:21:13
3611,773991,Prelude to Chaos Vandal,Select,875,LAS,PayPal,2026-04-22 20:15:18
3612,692471,Prelude to Chaos Vandal,Premium,1775,LAS,PayPal,2026-01-22 22:02:44
3613,330447,Elderflame Operator,Select,875,AP,PayPal,2026-01-02 14:05:41
3614,964401,Ion Sheriff,Select,875,LAN,Valorant Points Card,2026-01-26 00:50:05
3615,154224,Oni Katana,Deluxe,1275,AP,Credit Card,2026-01-20 05:40:22
3616,247283,Prelude to Chaos Vandal,Premium,1775,AP,PayPal,2026-03-27 08:38:28
3617,688693,RGX Blade,Select,875,LAN,PayPal,2026-01-23 19:40:30
3618,967457,Glitchpop Phantom,Select,875,EU,PayPal,2026-01-27 12:24:21
3619,952978,Reaver Vandal,Premium,1775,LAS,Credit Card,2026-05-08 18:45:36
3620,917586,Ion Sheriff,Select,875,LAS,Valorant Points Card,2026-05-06 13:52:37
3621,329200,RGX Blade,Select,875,AP,PayPal,2026-01-27 07:02:29
3622,802300,Oni Katana,Select,875,LAS,PayPal,2026-03-22 21:32:11
3623,810182,Reaver Vandal,Deluxe,1275,BR,Credit Card,2026-03-22 10:30:27
3624,770447,Reaver Vandal,Premium,1775,EU,Valorant Points Card,2026-02-27 22:04:20
3625,769394,Glitchpop Phantom,Premium,1775,NA,PayPal,2026-03-22 16:38:00
3626,673220,Oni Katana,Deluxe,1275,BR,PayPal,2026-03-20 17:37:53
3627,515473,Prime Phantom,Select,875,NA,Valorant Points Card,2026-03-18 15:10:44
3628,811442,Reaver Vandal,Ultra,2475,NA,Credit Card,2026-04-18 10:41:45
3629,908166,Glitchpop Phantom,Premium,1775,EU,PayPal,2026-03-06 20:43:31
3630,860789,Ion Sheriff,Select,875,NA,Credit Card,2026-05-06 09:55:07
3631,843095,Glitchpop Phantom,Ultra,2475,NA,Credit Card,2026-03-26 06:05:49
3632,716038,Elderflame Operator,Select,875,NA,Credit Card,2026-03-20 04:52:10
3633,643073,RGX Blade,Select,875,BR,PayPal,2026-01-19 18:17:51
3634,280433,Ion Sheriff,Select,875,AP,PayPal,2026-04-22 10:10:35
3635,284937,Ion Sheriff,Select,875,LAS,Credit Card,2026-04-20 01:22:52
3636,517785,Prime Phantom,Deluxe,1275,BR,Credit Card,2026-03-09 04:44:28
3637,117423,Ion Sheriff,Select,875,LAN,PayPal,2026-02-23 18:52:29
3638,998710,Ion Sheriff,Deluxe,1275,AP,PayPal,2026-04-17 11:20:50
3639,816705,Glitchpop Phantom,Select,875,EU,Valorant Points Card,2026-03-05 08:02:18
3640,592221,Glitchpop Phantom,Select,875,BR,Credit Card,2026-01-11 01:13:15
3641,336516,Prelude to Chaos Vandal,Deluxe,1275,LAN,Valorant Points Card,2026-04-07 06:50:56
3642,468064,RGX Blade,Premium,1775,LAN,Credit Card,2026-03-16 07:14:48
3643,635986,Glitchpop Phantom,Deluxe,1275,EU,Credit Card,2026-01-19 03:22:33
3644,330008,Prelude to Chaos Vandal,Deluxe,1275,NA,PayPal,2026-04-24 10:17:55
3645,618288,RGX Blade,Premium,1775,LAN,PayPal,2026-01-03 10:28:33
3646,617468,Ion Sheriff,Premium,1775,NA,Credit Card,2026-02-04 23:09:45
3647,905309,RGX Blade,Deluxe,1275,LAN,Credit Card,2026-02-10 19:56:30
3648,529900,Prelude to Chaos Vandal,Premium,1775,LAS,PayPal,2026-05-01 12:29:04
3649,596710,Oni Katana,Premium,1775,LAN,Credit Card,2026-02-08 15:32:13
3650,765102,Elderflame Operator,Deluxe,1275,BR,Credit Card,2026-03-26 01:28:51
3651,523757,Elderflame Operator,Deluxe,1275,BR,Credit Card,2026-04-03 05:34:21
3652,226007,Oni Katana,Select,875,LAN,Valorant Points Card,2026-01-11 01:56:20
3653,237067,Glitchpop Phantom,Deluxe,1275,BR,PayPal,2026-04-28 00:47:35
3654,560360,Glitchpop Phantom,Deluxe,1275,NA,Credit Card,2026-02-13 19:41:40
3655,264972,Prelude to Chaos Vandal,Select,875,AP,PayPal,2026-01-14 21:04:55
3656,855128,Prime Phantom,Select,875,LAN,Valorant Points Card,2026-04-11 22:24:51
3657,263664,Reaver Vandal,Select,875,LAS,Credit Card,2026-01-05 01:21:04
3658,634780,Elderflame Operator,Select,875,NA,Credit Card,2026-02-16 15:37:39
3659,465778,Glitchpop Phantom,Select,875,AP,PayPal,2026-01-23 15:07:48
3660,920514,Prelude to Chaos Vandal,Deluxe,1275,LAN,Valorant Points Card,2026-04-15 01:59:20
3661,453107,Prime Phantom,Select,875,AP,PayPal,2026-04-28 01:51:03
3662,229231,Reaver Vandal,Deluxe,1275,BR,PayPal,2026-04-18 04:04:37
3663,550872,Prelude to Chaos Vandal,Deluxe,1275,NA,Valorant Points Card,2026-01-01 11:36:30
3664,729223,Prime Phantom,Select,875,AP,PayPal,2026-04-16 19:10:27
3665,655014,Prelude to Chaos Vandal,Deluxe,1275,AP,Credit Card,2026-03-20 07:40:11
3666,282854,Ion Sheriff,Select,875,EU,Credit Card,2026-02-02 22:19:23
3667,389999,Prelude to Chaos Vandal,Deluxe,1275,NA,Credit Card,2026-04-14 02:24:00
3668,179970,RGX Blade,Select,875,NA,PayPal,2026-03-25 22:09:10
3669,216038,Ion Sheriff,Select,875,AP,Credit Card,2026-02-20 06:45:03
3670,377100,Reaver Vandal,Select,875,NA,Valorant Points Card,2026-03-05 04:37:46
3671,761585,Ion Sheriff,Select,875,LAS,PayPal,2026-03-06 18:49:17
3672,984427,Reaver Vandal,Select,875,BR,PayPal,2026-01-03 02:00:36
3673,441992,Glitchpop Phantom,Select,875,NA,Credit Card,2026-05-08 16:42:10
3674,642013,Reaver Vandal,Deluxe,1275,NA,PayPal,2026-04-14 14:36:29
3675,206503,Reaver Vandal,Premium,1775,LAN,Credit Card,2026-03-21 17:54:02
3676,258926,Prime Phantom,Premium,1775,EU,PayPal,2026-04-07 08:57:49
3677,685829,Glitchpop Phantom,Select,875,NA,Credit Card,2026-04-04 18:45:21
3678,515429,Prelude to Chaos Vandal,Select,875,LAN,PayPal,2026-03-01 01:58:44
3679,751909,Glitchpop Phantom,Ultra,4350,AP,PayPal,2026-02-26 16:20:10
3680,899435,Prelude to Chaos Vandal,Premium,1775,EU,Valorant Points Card,2026-04-03 04:11:16
3681,898811,RGX Blade,Select,875,AP,Valorant Points Card,2026-02-21 12:29:15
3682,797010,Ion Sheriff,Deluxe,1275,NA,PayPal,2026-01-13 02:13:49
3683,284059,Prelude to Chaos Vandal,Select,875,LAS,Credit Card,2026-04-02 17:47:44
3684,352429,Prelude to Chaos Vandal,Select,875,LAN,Valorant Points Card,2026-04-08 00:58:34
3685,135507,Reaver Vandal,Deluxe,1275,LAS,Credit Card,2026-01-14 23:46:32
3686,841185,Glitchpop Phantom,Premium,1775,BR,Credit Card,2026-03-07 13:56:46
3687,274066,Elderflame Operator,Select,875,LAS,PayPal,2026-03-14 03:51:16
3688,544302,Elderflame Operator,Deluxe,1275,EU,PayPal,2026-04-11 12:37:38
3689,734201,Oni Katana,Select,875,LAN,Valorant Points Card,2026-01-03 09:59:51
3690,576611,Glitchpop Phantom,Deluxe,1275,BR,PayPal,2026-04-21 03:16:26
3691,202995,Glitchpop Phantom,Premium,1775,NA,PayPal,2026-04-25 13:41:00
3692,561418,Prime Phantom,Select,875,EU,Valorant Points Card,2026-01-22 00:56:02
3693,168475,Glitchpop Phantom,Deluxe,1275,EU,Valorant Points Card,2026-01-16 17:08:41
3694,758111,Prelude to Chaos Vandal,Select,875,EU,Valorant Points Card,2026-04-07 05:20:51
3695,764927,RGX Blade,Deluxe,1275,EU,Valorant Points Card,2026-01-10 21:46:55
3696,619520,Glitchpop Phantom,Deluxe,1275,LAS,Valorant Points Card,2026-01-02 22:39:41
3697,653353,Prelude to Chaos Vandal,Premium,1775,AP,PayPal,2026-03-26 12:03:38
3698,454781,Elderflame Operator,Deluxe,1275,AP,PayPal,2026-02-20 21:46:09
3699,309877,Prelude to Chaos Vandal,Select,875,LAN,PayPal,2026-03-01 10:13:17
3700,867218,Elderflame Operator,Deluxe,1275,EU,PayPal,2026-04-17 11:06:10
3701,326623,Elderflame Operator,Deluxe,1275,AP,Valorant Points Card,2026-05-05 06:49:26
3702,698738,RGX Blade,Select,875,LAN,PayPal,2026-03-21 09:00:06
3703,823948,Glitchpop Phantom,Select,875,BR,Valorant Points Card,2026-02-06 00:57:43
3704,544685,Prime Phantom,Select,875,NA,Valorant Points Card,2026-04-26 07:05:17
3705,930332,Elderflame Operator,Premium,1775,EU,PayPal,2026-01-11 05:20:53
3706,473818,Ion Sheriff,Select,875,LAS,Credit Card,2026-04-05 19:08:51
3707,454944,Glitchpop Phantom,Select,875,NA,PayPal,2026-03-17 03:52:14
3708,459247,Elderflame Operator,Select,875,BR,PayPal,2026-01-12 11:40:31
3709,445855,Oni Katana,Select,875,EU,Credit Card,2026-05-03 05:19:28
3710,907837,Ion Sheriff,Select,875,EU,Credit Card,2026-04-15 23:54:41
3711,669994,Oni Katana,Select,875,NA,Valorant Points Card,2026-03-24 00:24:49
3712,795561,Ion Sheriff,Select,875,NA,PayPal,2026-03-16 04:32:23
3713,629166,Elderflame Operator,Select,875,BR,Valorant Points Card,2026-03-14 11:44:57
3714,469579,Glitchpop Phantom,Select,875,LAN,Valorant Points Card,2026-04-22 12:53:43
3715,236126,Prime Phantom,Select,875,NA,Valorant Points Card,2026-01-06 18:33:34
3716,575745,Prime Phantom,Premium,1775,BR,Credit Card,2026-03-22 07:00:37
3717,573219,Glitchpop Phantom,Deluxe,1275,NA,PayPal,2026-03-30 20:23:39
3718,294106,Reaver Vandal,Premium,1775,LAN,Valorant Points Card,2026-03-09 08:21:02
3719,879344,Ion Sheriff,Deluxe,1275,NA,Credit Card,2026-03-02 08:19:03
3720,450369,Prime Phantom,Ultra,2475,LAS,PayPal,2026-03-01 23:19:06
3721,611880,Oni Katana,Deluxe,1275,BR,PayPal,2026-03-07 22:01:52
3722,152763,Prime Phantom,Premium,1775,LAS,Credit Card,2026-04-03 21:33:26
3723,798209,Elderflame Operator,Deluxe,1275,LAS,PayPal,2026-01-15 01:32:42
3724,636213,Prelude to Chaos Vandal,Select,875,EU,PayPal,2026-03-02 15:45:37
3725,515606,Elderflame Operator,Select,875,EU,Valorant Points Card,2026-03-13 04:24:06
3726,534973,Glitchpop Phantom,Deluxe,1275,EU,PayPal,2026-02-07 02:28:26
3727,937352,Reaver Vandal,Ultra,2475,LAN,Valorant Points Card,2026-02-15 18:59:45
3728,563919,Oni Katana,Premium,1775,EU,Valorant Points Card,2026-02-11 20:38:01
3729,732632,Oni Katana,Ultra,4350,EU,PayPal,2026-03-10 11:42:45
3730,878660,RGX Blade,Deluxe,1275,LAN,Credit Card,2026-01-16 01:44:40
3731,275018,Oni Katana,Select,875,BR,Credit Card,2026-01-10 13:03:15
3732,324345,Ion Sheriff,Select,875,EU,Credit Card,2026-02-09 20:13:38
3733,771526,Oni Katana,Select,875,LAN,Valorant Points Card,2026-02-24 01:14:04
3734,623230,Ion Sheriff,Premium,1775,LAS,Valorant Points Card,2026-02-24 20:29:17
3735,873311,Oni Katana,Premium,1775,BR,Valorant Points Card,2026-01-06 10:52:02
3736,957020,RGX Blade,Deluxe,1275,EU,Valorant Points Card,2026-03-06 15:12:34
3737,668126,Ion Sheriff,Ultra,2475,NA,Valorant Points Card,2026-01-24 10:42:00
3738,785474,Prelude to Chaos Vandal,Select,875,LAN,Valorant Points Card,2026-03-06 19:14:59
3739,447656,Glitchpop Phantom,Deluxe,1275,LAS,Valorant Points Card,2026-04-20 08:41:14
3740,524493,Oni Katana,Premium,1775,AP,Valorant Points Card,2026-05-05 07:04:38
3741,475529,Glitchpop Phantom,Select,875,NA,Valorant Points Card,2026-03-13 17:33:41
3742,466945,Oni Katana,Select,875,LAN,Valorant Points Card,2026-03-13 03:54:40
3743,888805,Glitchpop Phantom,Ultra,2475,LAS,PayPal,2026-01-15 08:29:21
3744,635572,Ion Sheriff,Select,875,EU,Valorant Points Card,2026-03-14 16:32:42
3745,741117,Prime Phantom,Deluxe,1275,AP,PayPal,2026-03-12 10:40:29
3746,209762,Prelude to Chaos Vandal,Ultra,2475,EU,Valorant Points Card,2026-03-29 10:46:08
3747,484363,Glitchpop Phantom,Select,875,BR,Credit Card,2026-04-07 18:23:24
3748,232571,RGX Blade,Select,875,EU,PayPal,2026-04-17 20:02:30
3749,633232,Glitchpop Phantom,Deluxe,1275,NA,Valorant Points Card,2026-01-06 06:22:20
3750,275800,RGX Blade,Deluxe,1275,LAS,PayPal,2026-04-22 04:12:58
3751,686761,Ion Sheriff,Select,875,EU,PayPal,2026-02-21 01:55:47
3752,355774,Reaver Vandal,Premium,1775,EU,Valorant Points Card,2026-05-03 21:31:46
3753,441729,Ion Sheriff,Deluxe,1275,EU,PayPal,2026-03-23 19:19:18
3754,874493,RGX Blade,Select,875,LAS,PayPal,2026-02-16 19:24:50
3755,833514,Glitchpop Phantom,Select,875,NA,Valorant Points Card,2026-02-08 15:20:42
3756,831540,Ion Sheriff,Deluxe,1275,NA,Valorant Points Card,2026-02-13 17:03:27
3757,643467,Oni Katana,Select,875,NA,Valorant Points Card,2026-03-17 07:24:15
3758,498086,Prime Phantom,Deluxe,1275,NA,Valorant Points Card,2026-02-05 00:33:16
3759,991526,Oni Katana,Premium,1775,EU,Valorant Points Card,2026-02-04 19:34:57
3760,441331,Prelude to Chaos Vandal,Select,875,EU,Credit Card,2026-03-13 00:04:17
3761,363904,Oni Katana,Premium,1775,BR,Valorant Points Card,2026-03-30 01:30:47
3762,765959,Oni Katana,Deluxe,1275,LAN,Valorant Points Card,2026-03-22 14:37:51
3763,153131,Prime Phantom,Deluxe,1275,LAN,Credit Card,2026-04-02 16:25:40
3764,329239,Elderflame Operator,Select,875,BR,Credit Card,2026-03-06 18:10:00
3765,514140,Ion Sheriff,Deluxe,1275,AP,Valorant Points Card,2026-04-09 09:44:28
3766,972863,Ion Sheriff,Premium,1775,AP,Credit Card,2026-05-01 14:00:48
3767,143013,Prelude to Chaos Vandal,Deluxe,1275,NA,PayPal,2026-02-12 14:09:57
3768,302675,Ion Sheriff,Deluxe,1275,LAS,Credit Card,2026-04-15 23:02:34
3769,379654,Ion Sheriff,Select,875,BR,Credit Card,2026-01-03 18:06:38
3770,581333,RGX Blade,Select,875,LAS,Credit Card,2026-01-14 15:27:25
3771,295273,RGX Blade,Select,875,BR,PayPal,2026-04-28 20:21:38
3772,956684,RGX Blade,Deluxe,1275,NA,Credit Card,2026-02-11 03:18:13
3773,227266,Prime Phantom,Ultra,2475,LAN,Credit Card,2026-04-16 04:54:14
3774,903619,Prelude to Chaos Vandal,Select,875,AP,Credit Card,2026-04-21 00:57:30
3775,294416,Oni Katana,Premium,1775,LAS,PayPal,2026-03-22 15:43:05
3776,921641,RGX Blade,Select,875,LAS,Valorant Points Card,2026-03-01 05:49:29
3777,925047,Glitchpop Phantom,Deluxe,1275,NA,Credit Card,2026-02-06 20:47:29
3778,838449,RGX Blade,Select,875,LAN,PayPal,2026-04-06 13:25:20
3779,138081,Elderflame Operator,Select,875,EU,Valorant Points Card,2026-03-15 21:23:40
3780,274536,Glitchpop Phantom,Select,875,NA,Credit Card,2026-03-27 13:59:19
3781,122983,Ion Sheriff,Select,875,LAN,Valorant Points Card,2026-02-16 19:13:43
3782,301106,Elderflame Operator,Deluxe,1275,BR,PayPal,2026-01-23 17:09:57
3783,190096,RGX Blade,Deluxe,1275,LAS,Valorant Points Card,2026-01-17 10:52:55
3784,496490,Prime Phantom,Select,875,AP,Credit Card,2026-04-22 22:31:45
3785,933066,Reaver Vandal,Ultra,2475,NA,Credit Card,2026-01-14 06:42:56
3786,678568,Elderflame Operator,Select,875,LAS,PayPal,2026-04-17 21:01:26
3787,639552,Reaver Vandal,Deluxe,1275,EU,PayPal,2026-04-02 03:33:18
3788,205915,Elderflame Operator,Deluxe,1275,NA,PayPal,2026-01-30 18:07:46
3789,835447,Oni Katana,Select,875,AP,PayPal,2026-02-07 04:51:36
3790,980826,Prime Phantom,Select,875,LAN,Credit Card,2026-02-13 17:39:49
3791,947953,Glitchpop Phantom,Premium,1775,EU,Valorant Points Card,2026-05-08 15:36:10
3792,211301,Prelude to Chaos Vandal,Premium,1775,NA,PayPal,2026-03-28 10:02:13
3793,569276,Ion Sheriff,Ultra,2475,LAN,PayPal,2026-01-27 08:55:36
3794,791051,Elderflame Operator,Deluxe,1275,AP,Credit Card,2026-04-18 06:11:45
3795,178344,Oni Katana,Deluxe,1275,LAS,Credit Card,2026-02-11 14:48:32
3796,217801,Elderflame Operator,Ultra,2475,AP,Valorant Points Card,2026-04-18 22:08:53
3797,735587,Glitchpop Phantom,Ultra,4350,LAN,PayPal,2026-04-27 21:42:18
3798,630563,Glitchpop Phantom,Select,875,LAS,Credit Card,2026-04-11 06:35:24
3799,130946,Oni Katana,Select,875,AP,Valorant Points Card,2026-02-10 10:37:06
3800,107322,Oni Katana,Premium,1775,LAS,Credit Card,2026-02-18 20:38:05
3801,300888,Reaver Vandal,Deluxe,1275,EU,PayPal,2026-04-12 22:36:44
3802,205730,Prime Phantom,Premium,1775,LAN,Valorant Points Card,2026-01-25 18:16:30
3803,262284,Reaver Vandal,Select,875,LAS,PayPal,2026-01-04 23:22:08
3804,447874,Prelude to Chaos Vandal,Select,875,LAS,Valorant Points Card,2026-04-29 23:34:12
3805,311523,Oni Katana,Premium,1775,AP,PayPal,2026-05-06 15:30:26
3806,180045,Prelude to Chaos Vandal,Premium,1775,AP,PayPal,2026-02-25 23:04:37
3807,124274,RGX Blade,Deluxe,1275,BR,PayPal,2026-03-03 00:29:55
3808,418138,Ion Sheriff,Select,875,AP,PayPal,2026-04-14 03:58:10
3809,926416,Prime Phantom,Deluxe,1275,NA,Credit Card,2026-01-06 16:14:34
3810,705139,Oni Katana,Select,875,BR,Credit Card,2026-05-06 03:14:13
3811,913596,Oni Katana,Select,875,EU,PayPal,2026-02-08 15:36:47
3812,960316,Glitchpop Phantom,Deluxe,1275,AP,PayPal,2026-03-13 00:59:05
3813,577745,Glitchpop Phantom,Premium,1775,LAS,PayPal,2026-03-14 23:15:52
3814,837844,RGX Blade,Deluxe,1275,LAN,Credit Card,2026-05-02 06:31:47
3815,335700,Reaver Vandal,Select,875,NA,PayPal,2026-01-31 11:38:59
3816,668826,Reaver Vandal,Deluxe,1275,NA,Valorant Points Card,2026-01-07 07:05:23
3817,439711,Prime Phantom,Deluxe,1275,NA,Valorant Points Card,2026-03-13 01:51:53
3818,911174,Prelude to Chaos Vandal,Ultra,4350,NA,Valorant Points Card,2026-05-03 00:40:47
3819,186969,Glitchpop Phantom,Premium,1775,LAN,PayPal,2026-01-02 06:43:10
3820,332640,Oni Katana,Deluxe,1275,LAN,PayPal,2026-03-01 01:28:09
3821,626202,Oni Katana,Select,875,NA,Valorant Points Card,2026-02-18 17:42:45
3822,740649,Glitchpop Phantom,Select,875,LAS,Valorant Points Card,2026-01-12 13:31:01
3823,159609,Glitchpop Phantom,Premium,1775,BR,PayPal,2026-01-22 17:08:49
3824,833912,RGX Blade,Ultra,2475,AP,PayPal,2026-04-06 19:40:55
3825,785081,Prelude to Chaos Vandal,Ultra,2475,LAN,Credit Card,2026-02-03 21:48:37
3826,404250,Reaver Vandal,Premium,1775,BR,Credit Card,2026-04-10 15:16:44
3827,641895,Prime Phantom,Deluxe,1275,LAN,PayPal,2026-01-10 00:19:15
3828,623363,Elderflame Operator,Select,875,BR,PayPal,2026-03-10 20:32:13
3829,260656,Ion Sheriff,Select,875,EU,Credit Card,2026-01-03 20:49:46
3830,188367,Prime Phantom,Premium,1775,NA,Valorant Points Card,2026-04-13 15:33:22
3831,612747,Glitchpop Phantom,Premium,1775,AP,Credit Card,2026-01-11 01:07:02
3832,785490,Prime Phantom,Deluxe,1275,LAS,Credit Card,2026-03-21 04:13:46
3833,712249,Elderflame Operator,Select,875,LAS,Credit Card,2026-01-29 12:09:08
3834,985715,Glitchpop Phantom,Select,875,LAN,PayPal,2026-03-09 23:09:08
3835,167766,RGX Blade,Premium,1775,LAS,Credit Card,2026-02-11 17:55:35
3836,992564,Glitchpop Phantom,Select,875,BR,Credit Card,2026-01-16 19:50:10
3837,371715,Elderflame Operator,Select,875,AP,PayPal,2026-01-10 06:57:06
3838,114986,Elderflame Operator,Deluxe,1275,EU,Credit Card,2026-05-02 12:13:41
3839,297555,Glitchpop Phantom,Premium,1775,AP,Valorant Points Card,2026-02-19 06:43:42
3840,994859,Prime Phantom,Select,875,AP,PayPal,2026-05-08 17:03:29
3841,663661,Ion Sheriff,Ultra,2475,EU,PayPal,2026-04-02 18:56:06
3842,352058,Elderflame Operator,Select,875,AP,PayPal,2026-03-29 13:24:34
3843,507187,Elderflame Operator,Deluxe,1275,LAS,PayPal,2026-03-23 00:31:41
3844,484877,Glitchpop Phantom,Deluxe,1275,LAN,Valorant Points Card,2026-01-15 16:38:27
